text	label
still	0
serious , calm and forward - looking	1
communiques and relevant commitments	1
continued	0
but	0
not the minister 's confrontational style	0
desirable	1
charging	0
widespread problem of torture	0
weak , developing nation	0
i will have won	1
was angered	0
seek	1
tried hard to establish	1
seem to think	1
but not democratic legitimacy	0
concern	0
guaranteed	1
provocative	0
acts of violence against innocent civilians	0
were noteworthy	1
daylight robbery	0
seek only its own profit	0
was only intended to fan up war hysteria	0
charging	0
more seriously than anyone would have thought	0
axis of evil	0
horrifying act of oppression	0
created misery	0
stunned and wondering	0
plunged the palestinians and israelis into an endless cycle of violence	0
respecting	1
vast	1
self - destructive	0
worries	0
is not qualified	0
has been requested	1
made too many enemies	0
nor is depriving them of all their senses	0
most interesting	1
completely ignored	0
rioting	0
subjected to sensory deprivation	0
interests	1
the suggestions of	1
perennially divisive issue of taiwan	0
protesting	0
encouragement	0
tragedy	0
to fight	0
violence and intimidation	0
the efficiency of bulgarian dmv workers	0
a twisted logic	0
suspicions	0
more and more difficult	0
defend the rights of his homeland and people against	1
just have to bash	0
seems to be creating a legal limbo	0
threat to france 's ethic and religious minorities	0
a massacre	0
reckon	1
trying to criticize	0
very serious threat	0
accused	0
accused	0
would be a reluctant financial firefighter	0
absolutely not permitted	0
hardly	0
detrimental	0
not considered	0
unfortunately	0
cost - effective	1
independent	1
the demonstrations	0
deviate	0
a number of excellent	1
to peace and stability	1
revokes	0
fear	0
plight of the palestinians under occupation	0
such israeli infractions	0
alleged proliferation of weapons of mass destruction	0
try to destroy	0
support	1
most unfortunate	0
tremendous loss	0
to persuade	1
if i let it get to me	0
objection	0
indifferent institutions	0
independence	1
wept over	0
to respect or recognise	0
is also working to push	0
rally	0
litany	0
seeking its own profit	0
condemned	0
have threatened	0
goodies	0
was accepted	1
is worst	0
to imagine	1
downfall of their puppet pahlavi regime	0
every sign of intimidation	0
rejected	0
the need for a major revision	0
has refused to bow	0
see	1
are nonetheless concerned	0
to seek help	1
seriously flawed	0
want	1
impeding	0
dogged	0
want	1
wanted	1
a real problem	0
was not delighted with	0
an obsession - - fidel castro 's downfall	0
that sort of trust takes several years , if not an entire generation , to rebuild	0
aggressive ambitions	0
extreme weakness	0
never stopped to consider	0
complicates any situation	0
anti - us sentiment	0
what would remain of the ideals	0
agreed	1
in protest against the israeli holocaust against palestinian civilians	0
rejected	0
also suggested that death would be the only way out of the conflict	0
to destroy our traditional and glorious armed forces	0
refused	0
was emphatic	1
everything good and nice	0
cause a rift	0
thanked	1
called on	1
can anyone believe	0
pretended	0
preventing	0
one of the few enlightened officials	1
interested	1
unnecessary	0
is accused	0
easier and more motivating	1
reckless	0
disturbingly long - term	0
humanely	1
legitimate	1
refuses	0
not even	0
held out an olive branch	1
an unjust one	0
was not transparent	0
want change	1
defenceless	0
committed	1
will devote themselves	1
could not help but feel	0
the guilt or otherwise	0
a former army coup - meister himself	0
may not be feasible	0
hold in	1
urged	1
i 'm an american and i 'm damned proud of it	1
advocated	1
support by	1
criticism	0
deadly	0
showed its true hostility	0
at present	0
promises	1
campaign of suppression	0
above suspicion	1
lose popular support among	0
advanced	0
too costly to meet	0
more substantial progress	1
loud opposition	0
understand	0
expressed interest	1
the disorder of a closed economy	0
refusing	0
taiwan independence	0
must push for punitive action against mr . mugabe	0
interference	0
fait accompli	0
does not want	1
worse still , that they do n't care	0
a land of freedom and opportunity	1
do n't want	0
in the name of self - righteousness	0
most disturbing of all	0
would be a great tragedy	0
condemned	0
stand beside right and justice	1
casting dark clouds	0
unacceptable	0
sharp divisions	0
either you are with us or you are with the terrorists	0
approving	1
many years of decay	0
should find it gradually easier	1
has all along maintained a close relationship	1
to promote	1
has no greater desire	1
always follows its interests	0
corrupt politicians	0
would be convicted	0
high degree of difficulty	0
military bastions and bases	0
publicly accused	0
danger they pose	0
watertight	1
evildoer	0
contesting	0
extremely strong support	1
accusations	0
axis of evil	0
severely blamed	0
no longer live by the sword	0
was almost overly humane	0
however late	0
called on	1
a victory for democracy	1
could n't wait	1
and killed	0
stands on the side of justice	1
enthusiast	0
forcing painful austerity measures	0
strongly condemned	0
should welcome	1
will continue to support	1
can not be considered as substantially free and fair	0
honorable	1
finally started tumbling down	1
preying	0
us - british aggression on iraq and meddling in its internal affairs	0
freaky	0
so that	1
imagine	1
not a single day would pass in peace and with no palestinians shedding blood	0
targeting them one by one	0
was compelled to partially recognize	1
even congratulated	0
steel manacles or open - air cells	0
no double standards should be pursued here	0
no benefit at all	0
blatant fraud	0
has warned	0
doing their utmost	1
they want to hold us hostage	0
worst unrest	0
violating human rights	0
without effective	0
displeasure	0
not	0
unclear	0
bitter destruction	0
warned	0
would exert excessive influence	0
looks presumptuous	0
hospitality ends there	0
axis of evil	0
the fatherland	1
an axis of evil	0
protested against	0
has not been accepted	0
urged	1
decisive breakthrough	1
only in retaining power at any cost	0
has threatened	0
should be considered as legitimate	1
more democratic	1
only because	0
they are indeed entering	0
refused	0
alleged	0
angry anti - us protests erupted	0
enormous	0
hostility	0
have courage	1
mounting rivalry	0
accusing	0
quick to say	0
praised	1
however	0
warns	0
has been sounding the alarm	0
appealed	1
full support for	1
long dominated	0
has been praised	1
not based on fears	1
hard not to see	0
affirmed	1
good will	1
the most shameful detentions in the history of post - war incarceration in the 21st century	0
appetite	1
would be reluctant	0
this agreement	1
had to be dealt with firmly	1
unlikely to affect	1
might already be implementing	0
would help stop the country plunging into civil war	1
are calling for	1
repeatedly trumpeted	0
hope	1
bent on	0
does not agree	0
unjust	0
often unfortunately invisible	0
giving a green light	1
claims of	0
allegations	0
do not recognize	0
axis of evil	0
it can not be anything but gangster - like logic	0
press ahead	1
impose	0
they should be brought to justice	1
great leader	1
unfortunately	0
if there is no confidence	0
congratulated	1
had expressed opposition	0
running as a hopeful	1
withering	0
satisfied	1
aggression and terrorism	0
criticism	0
suffering of iraqi people facing crippling international sanctions	0
applauded	1
difficult israeli demands	0
is already under fire	0
backed	1
growing reluctance	0
brouhaha	0
widespread debates against	0
that four shots would solve the problem	0
ideology was explicitly embraced	1
are blamed by	0
gain more knowledge	1
am afraid to say	0
slapping	0
patriotism	1
respecting	1
learn to accept	1
oppressive	0
old bullying	0
new labyrinths and tunnels	0
want	1
has no legitimacy	0
picking on	0
largely satisfactory and transparent	1
is reasonable , humane , legal , proper , and compatible	1
enemies	0
called	0
arresting innocent citizens	0
unlawful combatants	0
dreaming	1
substantially represented	1
insufficient	0
evil country	0
in fact poverty	0
overwhelming evidence	0
accentuates his influence	1
the objections	0
promised	1
linking	0
thanked	1
is rightly	1
jeopardy	0
judgment	0
recognize	1
thrown its weight behind	1
does not want	0
derived nothing but encouragement	0
agreed	1
it must be regarded as an unambiguous message by the international community that the rule of democracy will be upheld in every part of the world	1
is not a sure thing	0
ca n't help but wonder	0
has angered	0
debatable	0
should stop	1
these faces are wearing army uniforms	0
retaliating	0
spent their leisure time back in afghanistan skinning captives alive	0
hoped	1
that axis of evil statement	0
position and particular stance opposed to	0
has lashed out	0
israel be harshly condemned	0
the short - lived interim president , boss of bosses	0
rejecting	0
encouraged	1
calls for	1
even worse	0
major	0
need for the palestinian people to regain their freedom and independence	1
merely	0
a rebuttal	0
outrage	0
100 percent	1
wants	1
a very complicated process	0
safeguarding peace and security	1
charges of	0
have been deprived of all their national and human rights	0
orchestrating	0
feared	0
attitude	0
major	0
have criticized	0
ambition	1
any sort of logical	0
in case they lost their teeth while , say , biting a guard	0
refuses to admit	0
supported	1
has put himself into	0
worry	0
demand	0
deserved	1
can easily talk	0
this enormous difference is not enough	0
threatened	0
have staged marches , banging on pots and pans , and other demonstrations to protest	0
now heaped upon	0
enjoys no social base	0
unambiguous commitment	1
unfortunately	0
double standard policy	0
abandoned	0
never enabled	0
chanted	0
terrible	0
have tended to side	1
hoped	1
suffered	0
the trip of a lifetime	1
not running a recreational center	0
irked	0
emulate the gautama buddha himself	0
abandons	0
promised	1
acknowledged	0
restoring legitimacy	1
accusing	0
us supremacy	0
to accept	1
fraud	0
labeled	0
not selective	1
is reflected	1
probably unfortunate	0
a traitor	0
will help	1
do wish	1
infuriated	0
putting his life in danger	0
deteriorating	0
however we move forward into the future	1
merely an interlude	0
unstable situation	0
sent packing	0
should criticize	0
legitimate	1
frighten	0
free to practice any religion	1
protested	0
to be okayed	1
long - winded	0
have denied	0
their side of the story	1
aimed at crushing	0
active role	1
want	1
wanted to ignore	1
are expected	0
is expected	1
balkanisation	0
urge	1
did not recognise	0
exceeded	0
flawed	0
misled by the smear campaign and information sabotage	0
push the island to the edge	0
corruption	0
to create the impression	0
wanting	1
criticized	0
refrains from mentioning	0
to support	1
pointing its finger of blame	0
friendship	1
objectives	1
first organized protest	0
turn a blind eye	0
approval	1
it is impossible to expect	0
force	0
one must not confuse justice and vengeance ,	0
said smiling	1
can serve as a model	1
the possible risks facing indonesia	0
scuzz	0
expand peace and security	1
escalates that aggression to a point	1
remain a risky enterprise	0
beyond reproach	1
stands in brutal contrast	0
fit of force	0
advises	1
relative back up	1
criticism over	0
pressure	1
hegemonic	0
as difficult as it may be	0
celebrated	1
condemned	0
unmanageable	0
not completely reliable	0
depriving them of their rights	0
welcomed	1
asking for	1
no one would want his dog to be treated like that	0
considers	0
will be cancelled out	0
do n't trust	0
the desire	1
spew	0
legitimate	1
destroys	0
may squander the american taxpayer 's money	0
sanctions message	0
the war maniacs	0
further hatred and a further escalation of the violence	0
to the liking of	1
for otherwise	0
tone down	1
people arrested on the battlefield	0
should take every single step carefully	1
fearing	0
one palestinian population center after another	0
better quality	1
making it easier to stuff ballot boxes	0
not in any way contrary	1
ends up causing damage	0
peaceful settlement	1
trying to move the goal posts	0
discontent	0
to send a memorandum of protest	0
no alternative	0
the abuse of human rights is rampant	0
voluntary	1
would totally liberalize	0
threatened to choke	0
uncontrollable social situation	0
threaten our society	0
opinionated	0
should be harshly condemned	0
problems as being unsolvable	0
calling	0
would be crushed one by one	0
placed hopes	1
dramatic	0
provoke	0
violates the principle	0
treating these prisoners like an ostrich	0
it had to happen and the sooner the better	1
for no reason	0
persecuting	0
it 's hard to imagine them getting better treatment than they 're already receiving	0
wanted to avoid	0
no tears for tobin , but some for al - qaeda	0
assassins , assassins , assassins	0
inevitable chaos and war	0
to ensure the full exercise of democratic rights	1
deeply flawed	0
seeking	1
spurred on	1
think	1
unlawful combatants , not pows	0
ballot rigging	0
solitary road	0
no way defending	0
fall along the path of martyrdom	1
have triumphed	1
urge	1
best news	1
have preference for	1
this is no reason to be optimistic	0
this warning	0
one of the most serious crises of our time	0
other goals	1
true reflection of the people 's will	1
profess relief	1
field day	0
regarded	1
have interests	1
will not resort	0
brazen distortion	0
calls for	1
will do its utmost	1
demeaned	0
refusal to respect	0
was seen	1
repetitive	0
the criticism	0
interfering	0
expressed	1
had thanked	1
which is beyond bush 's imagination	0
avoid the need for it	0
arouses fears	0
great shock and sorrow	0
are needed	0
assumes the right to interfere	0
abandoning	0
do not have rights	0
due to those who stand in the way of the settlement	0
good luck	1
are going to fight , my friend	0
relative success	1
rebelled	0
masterminded	0
break the spirit of	0
confounding right and wrong	0
has refused	0
a defensive action	0
enshrined	1
more realistic attitude	1
pejorative	0
did not adequately	0
provoke an aggressive war	0
widespread condemnation and objection	0
was embarrassed	0
immediately lapsed into hysterics	0
catastrophic	0
neither good nor bad , just incorrigible	0
seriously violated	0
is giving a hearty thumbs up	1
dehumanised detainees	0
reverted	0
refuses to bow	1
unjust and discriminatory policies	0
supposedly model democracy like the usa can trample on the law to such an extent	0
deepen anger	0
loyal attitude of	1
furthermore	0
storm to victory	1
frigid	0
there was a lot of fear and tension	0
surging	0
concerns	0
hope	1
at best	0
has threatened	0
vanquished	0
did not agree	0
despite	0
treason	0
could be to steer soaring space - station costs back toward earth	1
raving	0
calling on	1
such desperation	0
continues to indefinitely refuse	0
filed a complaint	0
instigate struggles and wars	0
totally unrealistic budget was prepared	0
fine words	1
not even	0
chilly	0
concern	0
was criticized	0
makes no bones about considering	0
legitimate	1
terrorizing	0
concern raised	0
widened	1
defended	1
fundamentally unfair and unjust	0
very different	0
artificial	0
storm the castle	0
advice	1
recognized	0
was strongly supported	1
historic milestone	1
should be viewed in its true perspective	0
alarming	0
boasts	1
victory	1
cautioned	0
desperation of the people	0
yet another burden	0
dissatisfied	0
are scheming	0
could not be clearer	1
allegedly threatening	0
has warned	0
axis of evil	0
has been eager	1
provokes	0
expressed alarm	0
everything seems to be collapsing	0
isolate and fortify itself	1
therefore planning to trigger wars here and there	0
revolted	0
are , without exception , very favorable	1
paints doomsday scenarios	0
no one up above	0
the four square meter cages	0
plight	0
does not support	0
insufficient	0
a slap on the wrist	0
axis of evil	0
was endorsed	1
struggling to merely distance themselves	0
opened a new path	1
protest	0
merely speaks	0
is greatly responsible	0
fight peacefully for their own freedom	1
weak	0
openly threatened	0
calls for	1
one - sided war	0
respect	1
the definition of a democratic regime is subjected to double standards	0
developed a habit of	0
quite a leap forward	1
if not better	1
proudly announced	1
publicity stunt	0
argentina will be more competitive	1
they can not be trusted	0
openly declared	0
violated	0
put an end to sensitivities , hatred , and injustice	1
still prefer	1
desperate	0
would support wholeheartedly	1
they could be held responsible	0
blasts	0
saving	1
forever hold their peace	0
will take back conditions to their former state of tension	0
attempting to develop weapons of mass destruction	0
duplicity	0
exactly the opposite	0
tyrannies	0
rejection of	0
learnt a lesson	1
threatened	0
fortunately	1
may bring change	1
warning	0
would want	0
another example	0
dispute	0
lack of alternative for power	1
almost all parts of the globe	0
the military great power	1
honest	1
the last thing	0
could have expected	1
not devoid of slips of the tongue	0
chorus of condemnation	0
has renounced	0
did not even have the goodness	0
did not support	0
even bigger	0
has rejected	0
infuriated	0
fear	0
can not	0
concerns of	0
does not reflect	0
seems to be murky here	0
uphold	1
biased attitude	0
extension of its characteristic policy of hegemony	0
have expressed dissatisfaction - but not surprise	0
support	1
he belongs to the good side	1
being supported	1
to make some bold decisions	1
fighting tyranny with tyranny	0
wanted to ignore economic issues	0
no protection	0
desperate	0
possibly suicidal	0
his favourite newfie	0
do not enjoy the minimum guarantees	0
respecting	1
raising the objection	0
works to abort his mission in advance by	0
reliable	1
scenes of destruction	0
backing	1
now is not the right moment	0
only one single	0
in the hope	1
nonsense	0
honoured	1
hyperbole ,	0
opinion	0
distanced themselves	0
occupy illegally	0
objections	0
urged	1
denounced	0
for fear of	0
is a true oligarch	0
terrorists	0
israeli aggressors	0
exercising dictatorial powers	0
attacks	0
axis of evil remark	0
looking for an edge	0
willing to starve their people	0
to fight against international terrorism	0
loved	0
policy of hegemony	1
concrete	1
doomed	0
the invitation	1
absolute indifference	0
they 're a pain in the ass	0
considers	0
evil	0
to express satisfaction	1
doubtful	0
condemned	0
reconciliation	1
axis of evil	0
inhumane	0
but those were the us needs	0
scheme	0
completely from palestinian areas	1
a correct solution	1
nostalgia	1
a forerunner in the sphere of human rights in the world	1
impassioned american campaign against new phobias	0
resented	0
are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted	0
prefer	1
hurt	0
promoter , stabilizer and balancer	1
illegal	0
anti - democractic	0
ill - treatment	0
provoked	0
the brutality with which this closure was implemented was unheard of	0
so - called	0
stated repeatedly	1
threat	0
affecting their medical , economic , educational , and social life	0
denies	0
kill	0
widespread abuses	0
but the alternatives are worse	0
axis of evil	0
rejects	0
withdrew support	0
suspected	0
grave human rights violators	0
not in conformity with	0
is reasonable	1
would not only serve zinni 's mission	1
urged	1
uncontrollable social situation	0
taking the stand supporting	1
being blamed	0
affirmed	0
accuses	0
threatens	0
called for	1
intends to	0
invited	1
the approval of	1
warned	0
legitimate	1
have committed many sins	0
that axis of evil statement	0
intensive efforts that our big sister , egypt	1
boasted	0
took exception	0
viciously	0
waited angrily	0
thought	0
greatly improved	1
no power	0
excellent opportunity	1
threatening the world 's peace	0
inexorably	0
one of the grossest type of human rights violations	0
plans to kill	0
neither	0
to fulfill this promise	1
plotting	0
flawed	0
unworkable	0
bitter	0
bigger than jesus	0
seeking freedom	1
military morale is at stake	0
war - mongering	0
would not recognize	0
the disagreement	0
argentina deserved bailing out	1
twisted and distorted	0
to ignore	0
have complete confidence	1
of lying	0
scope for more improvement	1
can not be effective	0
imposed by military force	0
closed ranks	0
despite overwhelming evidence of voter intimidation and manipulation of polls	0
are only dictated to him	0
a legitimate activity and long overdue	1
risks	0
wanted to rope in	1
fear	0
exercising leadership	1
supported	1
pinned the tag	0
made a mistake in not saying no	0
not	0
to deny	0
severely criticized and put pressure on	0
support	1
de - escalation	1
want	1
to support	1
far better	0
it has not kept its promises	0
are critical	0
insisted	1
really cleaning up	1
protests	0
is in shellshock	0
has discretely assured	1
agreement or understanding	1
hands behind chechen terrorism ,	0
as if it were an adjudicator	0
ghastly and barbaric act of terrorism	0
unconditional support	1
blaming	0
wanting to return	1
degeneration of the democratic process	0
concerns	0
so appalling	0
warned	0
not in the self - interests	0
repeated reference	0
distorted	0
attached little value	0
fundamentally flawed	0
refusing	0
more civilized	1
turned down	0
suffering from	0
deviant	0
justice always finds support	1
shortcomings	0
seeks	1
aspire	1
get out ! .	0
``red light'' has been issued	0
not only earned a bad name	0
doubt	0
was wrong	0
labeling	0
not honest about championing	0
tremendous amount of progress	1
considered	0
used the word of axis of evil to label	0
questioned	0
an ``axis of evil	0
praised	1
reject	0
is perforce a bit scary	0
rogue nations	0
fundamental importance	0
cracking down	0
ultimate effectiveness is in doubt	0
knows enough	1
difficulties	0
promise	1
so far	0
no more	0
designed to achieve an outcome - power at all costs	0
expressed confidence	1
meet with a total failure	1
gone off his rocker	0
pushed	1
you can hardly speak of a targeting error	0
short - term pains will eventually pass	1
retaliated	0
left no avenue unexplored	1
better served	1
better situation	1
are feared	0
progressive	1
requests , through a bulletin	0
merely superficial	0
wanted	1
expected	0
in an utterly disorderly way	0
leadership	1
would promote	1
pathetic in that	0
sadly	0
often spent years in solitary confinement	0
want	1
protagonists of a prospective clash of civilizations	0
protests and demonstrations	0
probably never	0
would have been in jeopardy if	0
wholesale rigging of the vote	0
spewed out all kinds of vicious remarks	0
if tel aviv has not noticed	0
had warned	0
would continue to support	1
are waiting anxiously	0
the u . s . government ``is the source of evil'' in the world	0
appeared ready	1
major uncertainty	0
was applauded	1
reticence	0
confident	1
good will	1
nutritious	1
without	0
in fact unprecedented	0
increasingly close	0
everybody jumped without checking whether there was a proper safety net at the bottom	0
grim years	0
turned the world into a single front	0
still - tense relationship	0
peaceful settlement	1
never seen anything as beautiful as	1
blamed	0
endorsed	1
willing to die	0
totally committed	1
support	1
totally dominated men deprived of the use of their senses	0
fears	0
mother of terrorism	0
have joined the chorus of protest	0
strategy of suppression	0
would become its strategic partner	1
utmost suffering	0
into submission	0
the axis of evil remark	0
criticism	0
long way to go	0
put an end	0
has denied	0
ignored	0
can not last	1
manipulation	0
force us	0
has refused	0
appreciating	1
unfair	0
bristle at	0
roundly criticised	0
changing our values and our way of life would be terrorism 's first victory	0
inexcusable mistake	0
most realistic	1
sincerity	1
unwilling	0
unbearable burden	0
it will not be free and fair	0
will be forced to introduce	0
repeated his stereotyped allegations against	0
hope	1
warned	0
gratitude	1
turned out to be a fair - weather friend	0
he would receive a hostile reception	0
their own	0
taken palestine hostage	0
hopes	1
reiterated his call for	1
is still bleak	0
join hands to prevent	0
axis of evil	0
a terrific example of how to violate international laws and human rights	0
widespread disbelief	0
will certainly eat their own bitter fruit	0
went against	0
concerning themselves	0
interference	0
criticised	0
according to washington 's claim	0
blamed	0
chaos	0
never had a democratic election	0
march on	0
is the most bellicose and heinous us president	0
appropriate , serious , and worthy measures	1
does not endorse	0
successfully	1
determination	1
oppose	0
adequate	1
personal interests	1
the hope	1
social explosion	0
ever addicted to conspiracy theories	0
urged	1
actually went far enough	0
voluntary	1
had improved	1
must be respected	1
refusal	0
the cold war stereotype	0
will be successful in their work	1
bush backtracked	0
invisible	0
rhetorical petards	0
topple	0
he throws law , order and legitimacy to the wind	0
but also	1
should be fully guaranteed	1
felt	0
ambiguous	0
was happy	1
a free hand regarding chechnia	1
no murderer will go unpunished	0
says it should have a free hand to storm the palestinian areas ; . assassinate or arrest palestinian citizens ; . demolish homes , headquarters , and establishments ; . uproot thousands of trees ; . and besiege cities and villages as it likes	0
tin - pot tyrant	0
is diametrically opposed	0
for the first time	1
would like	1
impede the functioning of a multi - party democracy	0
axis of evil	0
aggressively harping	0
imposed on him	0
power at all costs	0
let them stay in denial	0
are going to great lengths to talk about	1
full of cruelties and torture	0
concerned i become	0
smear campaign	0
is succeeding	0
sent an official protest	0
abandoned	0
fiendish - looking	0
abided by calm and cease - fire	1
abandoning a longtime client	0
to offer support	1
venezuela 's friends	1
credibility evaporated	0
desperate	0
chose	1
as it sees fit	0
believe	1
a country club	0
grim statistics trotted out	0
terrorists	0
out of fear for their own power	0
bloated budget	0
would want	1
does not want anything to do with	0
starving its people	0
tough policy	0
to destroy buildings , facilities , infrastructure , roads , water pipes , and electricity and telephone poles	0
neo - colonialism	0
boycotted	0
accused	0
complete disregard for the plight of the palestinians despite timid warnings to israel	0
welcomed	1
do not recognise	0
are seeking	0
axis of evil	0
worst	0
hurry up and wait .	0
am sure	1
too much blood was shed and much suffering endured	0
would press ahead	1
is running so scared	0
scandals	0
does not desire	0
vague	0
was deemed	0
as a struggle against a particularly ruthless set of criminals	0
banned	0
success	1
good reviews	1
however	0
willing	0
refusal	0
have been concerned	0
can make one tumble and roll over 77 times	1
never	0
like any form of state terrorism	0
disapproves	0
was repetitive	0
declined	0
would not be harmed	1
hypocrisy	0
were ready to accept	1
pretence of a vicious war	0
implored	1
a sort of hannibal the cannibal production	0
feared	0
gave their thumbs up	1
serious mistakes	0
rising tension	0
financial disaster	0
not regular patients	0
and yet	0
staunch supporter	1
everyday life will get back to normal	1
him has not been pretty	0
disqualify him	0
looked forward	1
dirty money	0
no easy matter	0
took issue	0
enemies of venezuela	0
hopes	1
defects	0
reportedly	0
went further and compared	0
taiwan independence '	0
proposals for	1
would like	1
main supporter	1
particularly frequently and unceremoniously	0
sympathy	0
not be condoned by	0
congratulated	1
responsible	0
almost collapsed	0
have been built specifically to terrorize the population	0
dictate or intimidate	0
criticism from	0
clearly show serious unbalanced states of mind	0
completely violated	0
critics	0
great leader	1
fell short	0
sought	1
denying	0
refusing	0
has concerned	0
remarkable	1
supports	1
not reproachable	1
simply do not understand	0
hold on power	0
axis of evil	0
will make an important contribution	1
made the opposite mistake	0
intimidate	0
to defer or reject	0
contradictory	0
think	0
do not proceed to condemn them	0
damaging to the state 's interests	0
the head of an empire of evil	0
just want	1
is promising	1
support for	1
disputes	0
legitimacy	1
has just ratified	1
argued	1
carnage	0
was biased against	0
has reached a consensus	1
criticisms	0
suspected	0
committing themselves to peace	1
insidious	0
the dictates	0
tending to express itself outside of any institutional control	0
want to help	1
tragic and shocking	0
will try its best to persuade	1
unwarranted	0
no more than an improved carbon copy	0
turned him down	0
was meant to punish	0
continue to adopt	0
better cared for	1
had been marred	0
testimony of	1
demand	1
warning	0
hope	1
will erode public 's confidence	0
principles of justice	1
had expressed the hope	1
protests leveled by	0
once again	0
discourage	0
do not acknowledge	0
willing	1
full support	1
any act of violence or use of threat , regardless of reason and aim	0
will be a monumental tragedy	0
however	0
loyal	1
pass up the biggest chance of his political life	1
not ruin its relations with the arabs	1
seething	0
massacre	0
am hopeful	1
criticism from	0
believing	1
imposing	0
chain reaction	0
condemnation	0
ushered in an era of stability	1
can never forget	0
like when one loses one 's virginity and the only solution is to enter a convent	0
all this time	0
paralyzed	0
calm and a just peace	1
adopted a resolution	1
uplift	1
called on	1
dwindling moral values	0
not satisfactory	0
has but disappeared	0
spirited away	0
unhappy	0
glowing economic success story	1
pleased	1
gross misstatement	0
roundly condemned	0
warnings	0
disagreed	0
congratulate	1
and worse than anything , it is an insult to the iranian nation	0
every possible effort	1
humane	1
turning a blind eye	0
no right	0
imperative for harmonious society	1
thanks	1
better suited	1
timely	1
good government	1
of course	0
when its head is the queen	0
will intensify	0
blame	0
renegade	0
grave violations	0
condemned	0
allow	0
have a sense that they have been cheated	0
tough conditions	0
illegally	0
respect	1
it may cloud my assessment	0
	0
expressed the same apprehension	0
in any doubt	1
do n't want	0
good excuse	0
is inclined	1
does not entitle	0
kill	0
nor are they	0
put an end to	1
was hailed by	1
hope	1
called on	1
very , very large	1
a body blow	0
backlash of adverse reactions	0
creating the fertile soil	0
firm and decisive	1
champion	1
forgot all principles and role in defending justice , and international legitimacy	0
took another swipe	0
was nothing more than a sick attempt to appeal to the worst red - neck prejudices	0
determined	1
security	1
was finally accepted	1
pretends	0
dominating the world	0
nothing will be achieved	0
voiced concern	0
should be looking up smiling	1
flirting with	0
substantially free and fair	1
could think of nothing better	0
furiously lobbied	1
likely to be understaffed	0
jetted	0
positive responses from	1
far more bares bones	0
intimidation	0
sound	1
opposed	0
supreme sacrifice	1
feared	0
the rare opportunity	1
was n't easy	0
bad news	0
oddly enough	0
openly opposed	0
without scientific basis	0
assassin	0
ruined	0
made public a blacklist	0
severely criticized	0
be happy	1
without winners	0
the importance	1
criticism of	0
have warned	0
to the healthy development of sino - us relations	1
clear and do not need further clarification or explanation	0
a scandal	0
fears	0
to achieve a just solution	1
is becoming increasingly reckless	0
prevent such outlaw regimes and their terrorist cohorts	0
took advantage	0
inhumane	0
not really popular in	0
step in the right direction	1
sad	0
all around us	0
to condemn	0
brands	0
higher transparency	1
has still put space exploration as a top priority	1
damage	0
attacks	0
accusing	0
favorite of	1
ever - subtle	0
you get the feeling	0
destroy so - called peace	0
that would have integrity	1
not useful	0
will be quite difficult	1
concerns	0
unfair	0
appealed	1
always accuses	0
were not so devastating	0
breeding ground	0
warned	0
support	1
strikes at the heart	0
clucked and shook his head	0
rhetoric of that kind	0
are prepared to accept	1
threat	0
dirty tricks	0
now have to brave gangs of zanu - pf thugs	0
shameful	0
friendly faces	0
the worst crisis	0
free and fair	1
justice always finds support and sympathy	1
poor human rights conditions	0
riots and widespread strikes	0
believed	0
delivered a more devastating blow	0
vacationing	0
pre - eminently a nation of laws	1
also unclear	0
a road to peaceful coexistence	1
o'keefe jumps with both feet into this fiscal morass	0
brushed aside	0
so as to avoid the repetition of a crisis such as ours	0
would like	1
significantly	1
forbids	0
aggressors	0
you ca n't live with this level of hysteria	0
the branding	0
advocate	1
have given proof of illegality and political persecution	0
blame for this fruitless effort	0
reeked of blood	0
worry	0
ruinous mistake	0
shown understanding	1
only one battle	0
sobriety	1
closed ranks behind	1
the way washington is treating these prisoners	0
only a fraction	1
has encouraged	1
an excuse for repression	0
their national interests	1
is based on mutual respect and understanding	1
unashamedly seen fit	0
encouraging	1
at the request	1
dismisses the notion	1
is confident	1
acknowledging	0
hot showers	1
if that is what you can call them	0
concerns	0
show a country on the verge of a civil war	0
especially those who are dangerous and suicidal	0
can affect	1
hard to find a justification	0
despondent	0
not going to remain silent	0
formidable supernatural powers	0
world 's most prominent self - styled palestinian refugee	0
can prevent	1
will be entirely happy	0
drew flak from	0
have damaged	0
is optimistic	1
wanted	1
failed	1
has become irritating	0
not only harming	0
such was the very sin	0
problem is	0
well	1
demonstrates strong commitments	1
not free and fair	0
so scared	0
axis'' suggested an alliance that does n't exist	0
are completely untrue	0
viable	1
to polish their own image	0
were red - penciled	0
approve	1
tactless actions	0
warnings	0
protected from knocks	1
premeditated massacres	0
unavoidable	0
hence one can see that it is not to be surprised	0
seems to be a difference	0
humanely	1
much better	1
urging	1
plans	1
considered	1
audible laughter from	0
break the spirit of	0
unprecedented	1
unlawful	0
overtures to express official objections	0
boasts	0
can not accept	0
did n't want	0
plight of	0
attacking him with scathing criticisms	0
accuse	0
warn of	0
trying to use the time factor	0
may have doubts	0
would lay the firm foundations	1
are blaming	0
those digging graves for others , get engraved themselves	0
wants	0
another dangerous signal	0
wish to express our solidarity	1
